frame	x	V
1151	775333.92	16000.00
1152	776000.59	16000.00
1153	776667.26	16000.00
1154	777333.92	16000.00
1155	778000.59	16000.00
1156	778667.26	16000.00
1157	779333.92	16000.00
1158	780000.59	16000.00
1159	780667.26	16000.00
1160	781333.92	16000.00
1161	782000.59	16000.00
1162	782667.26	16000.00
1163	783333.92	16000.00
1164	784000.59	16000.00
1165	784667.26	16000.00
1166	785333.92	16000.00
1167	786000.59	16000.00
1168	786667.26	16000.00
1169	787333.92	16000.00
1170	788000.59	16000.00
1171	788667.26	16000.00
1172	789333.92	16000.00
1173	790000.59	16000.00
1174	790667.26	16000.00
1175	791333.92	16000.00
1176	792000.59	16000.00
1177	792667.26	16000.00
1178	793333.92	16000.00
1179	794000.59	16000.00
1180	794667.26	16000.00
1181	795333.92	16000.00
1182	796000.59	16000.00
1183	796667.26	16000.00
1184	797333.92	16000.00
1185	798000.59	16000.00
1186	798667.26	16000.00
1187	799333.92	16000.00
1188	800000.59	16000.00
1189	800667.26	16000.00
1190	801333.92	16000.00
1191	802000.59	16000.00
1192	802667.26	16000.00
1193	803333.92	16000.00
1194	804000.59	16000.00
1195	804667.26	16000.00
1196	805333.92	16000.00
1197	806000.59	16000.00
1198	806667.26	16000.00
1199	807333.92	16000.00
1200	808000.59	16000.00
1201	808667.26	16000.00
1202	809333.92	16000.00
1203	810000.59	16000.00
1204	810667.26	16000.00
1205	811333.92	16000.00
1206	812000.59	16000.00
1207	812667.26	16000.00
1208	813333.92	16000.00
1209	814000.59	16000.00
1210	814667.26	16000.00
1211	815333.92	16000.00
1212	816000.59	16000.00
1213	816667.26	16000.00
1214	817333.92	16000.00
1215	818000.59	16000.00
1216	818667.26	16000.00
1217	819333.92	16000.00
1218	820000.59	16000.00
1219	820667.26	16000.00
1220	821333.92	16000.00
1221	822000.59	16000.00
1222	822667.26	16000.00
1223	823333.92	16000.00
1224	824000.59	16000.00
1225	824667.26	16000.00
1226	825333.92	16000.00
1227	826000.59	16000.00
1228	826667.26	16000.00
1229	827333.92	16000.00
1230	828000.59	16000.00
1231	828667.26	16000.00
1232	829333.92	16000.00
1233	830000.59	16000.00
1234	830667.26	16000.00
1235	831333.92	16000.00
1236	832000.59	16000.00
1237	832667.26	16000.00
1238	833333.92	16000.00
1239	834000.59	16000.00
1240	834667.26	16000.00
1241	835333.92	16000.00
1242	836000.59	16000.00
1243	836667.26	16000.00
1244	837333.92	16000.00
1245	838000.59	16000.00
1246	838667.26	16000.00
1247	839333.92	16000.00
1248	840000.59	16000.00
