frame	y	V 1175	Wm-S2N3
1245	415000	16000	122979
1246	415000	16000	122312
1247	415000	16000	121646
1248	415000	16000	120979
1249	415000	16000	120312
1250	415000	16000	119646
1251	415000	16000	118979
1252	415000	16000	118312
1253	415000	16000	117646
1254	415000	16000	116979
1255	415000	16000	116312
1256	415000	16000	115646
1257	415000	16000	114979
1258	415000	16000	114312
1259	415000	16000	113646
1260	415000	16000	112979
1261	415000	16000	112312
1262	415000	16000	111646
1263	415000	16000	110979
1264	415000	16000	110312
1265	415000	16000	109646
1266	415000	16000	108979
1267	415000	16000	108312
1268	415000	16000	107646
1269	415000	16000	106979
1270	415000	16000	106312
1271	415000	16000	105646
1272	415000	16000	104979
1273	415000	16000	104312
1274	415000	16000	103646
1275	415000	16000	102979
1276	415000	16000	102312
1277	415000	16000	101646
1278	415000	16000	100979
1279	415000	16000	100312
1280	415000	16000	99646
1281	415000	16000	98979
1282	415000	16000	98312
1283	415000	16000	97646
1284	415000	16000	96979
1285	415000	16000	96312
1286	415000	16000	95646
1287	415000	16000	94979
1288	415000	16000	94312
1289	415000	16000	93646
1290	415000	16000	92979
1291	415000	16000	92312
1292	415000	16000	91646
1293	415000	16000	90979
1294	415000	16000	90312
1295	415000	16000	89646
1296	415000	16000	88979
1297	415000	16000	88312
1298	415000	16000	87646
1299	415000	16000	86979
1300	415000	16000	86312
1301	415000	16000	85646
1302	415000	16000	84979
1303	415000	16000	84312
1304	415000	16000	83646
1305	415000	16000	82979
1306	415000	16000	82312
1307	415000	16000	81646
1308	415000	16000	80979
1309	415000	16000	80312
1310	415000	16000	79646
1311	415000	16000	78979
1312	415000	16000	78312
1313	415000	16000	77646
1314	415000	16000	76979
1315	415000	16000	76312
1316	415000	16000	75646
1317	415000	16000	74979
1318	415000	16000	74312
1319	415000	16000	73646
1320	415000	16000	72979
1321	415000	16000	72312
1322	415000	16000	71646
1323	415000	16000	70979
1324	415000	16000	70312
1325	415000	16000	69646
1326	415000	16000	68979
1327	415000	16000	68312
1328	415000	16000	67646
1329	415000	16000	66979
1330	415000	16000	66312
1331	415000	16000	65646
1332	415000	16000	64979
1333	415000	16000	64312
1334	415000	16000	63646
1335	415000	16000	62979
1336	415000	16000	62312
1337	415000	16000	61646
1338	415000	16000	60979
1339	415000	16000	60312
1340	415000	16000	59646
1341	415000	16000	58979
1342	415000	16000	58312
1343	415000	16000	57646
1344	415000	16000	56979
1345	415000	16000	56312
1346	415000	16000	55646
1347	415000	16000	54979
1348	415000	16000	54312
1349	415000	16000	53646
1350	415000	16000	52979
1351	415000	16000	52312
1352	415000	16000	51646
1353	415000	16000	50979
1354	415000	16000	50312
1355	415000	16000	49646
1356	415000	16000	48979
1357	415000	16000	48312
1358	415000	16000	47646
1359	415000	16000	46979
1360	415000	16000	46312
1361	415000	16000	45646
1362	415000	16000	44979
1363	415000	16000	44312
1364	415000	16000	43646
1365	415000	16000	42979
1366	415000	16000	42312
1367	415000	16000	41646
1368	415000	16000	40979
1369	415000	16000	40312
1370	415000	16000	39646
1371	415000	16000	38979
1372	415000	16000	38312
1373	415000	16000	37646
1374	415000	16000	36979
1375	415000	16000	36312
1376	415000	16000	35646
1377	415000	16000	34979
1378	415000	16000	34312
1379	415000	16000	33646
1380	415000	16000	32979
1381	415000	16000	32312
1382	415000	16000	31646
1383	415000	16000	30979
1384	415000	16000	30312
1385	415000	16000	29646
1386	415000	16000	28979
1387	415000	16000	28312
1388	415000	16000	27646
1389	415000	16000	26979
1390	415000	16000	26312
1391	415000	16000	25646
1392	415000	16000	24979
1393	415000	16000	24312
1394	415000	16000	23646
1395	415000	16000	22979
1396	415000	16000	22312
1397	415000	16000	21646
1398	415000	16000	20979
1399	415000	16000	20312
1400	415000	16000	19646
1401	415000	16000	18979
1402	415000	16000	18312
1403	415000	16000	17646
1404	415000	16000	16979
1405	415000	16000	16312
1406	415000	16000	15646
1407	415000	16000	14979
1408	415000	16000	14312
1409	415000	16000	13646
1410	415000	16000	12979
1411	415000	16000	12312
1412	415000	16000	11646
1413	415000	16000	10979
1414	415000	16000	10312
1415	415000	16000	9646
1416	415000	16000	8979
1417	415000	16000	8312
1418	415000	16000	7646
1419	415000	16000	6979
1420	415000	16000	6312
1421	415000	16000	5646
1422	415000	16000	4979
1423	415000	16000	4312
1424	415000	16000	3646
1425	415000	16000	2979
1426	415000	16000	2312
1427	415000	16000	1646
1428	415000	16000	979
1429	415000	16000	312
1430	415000	16000	0
