frame	x	v
1154	71645.54	16000.00
1155	70978.87	16000.00
1156	70312.20	16000.00
1157	69645.54	16000.00
1158	68978.87	16000.00
1159	68312.20	16000.00
1160	67645.54	16000.00
1161	66978.87	16000.00
1162	66312.20	16000.00
1163	65645.54	16000.00
1164	64978.87	16000.00
1165	64312.20	16000.00
1166	63645.54	16000.00
1167	62978.87	16000.00
1168	62312.20	16000.00
1169	61645.54	16000.00
1170	60978.87	16000.00
1171	60312.20	16000.00
1172	59645.54	16000.00
1173	58978.87	16000.00
1174	58312.20	16000.00
1175	57645.54	16000.00
1176	56978.87	16000.00
1177	56312.20	16000.00
1178	55645.54	16000.00
1179	54978.87	16000.00
1180	54312.20	16000.00
1181	53645.54	16000.00
1182	52978.87	16000.00
1183	52312.20	16000.00
1184	51645.54	16000.00
1185	50978.87	16000.00
1186	50312.20	16000.00
1187	49645.54	16000.00
1188	48978.87	16000.00
1189	48312.20	16000.00
1190	47645.54	16000.00
1191	46978.87	16000.00
1192	46312.20	16000.00
1193	45645.54	16000.00
1194	44978.87	16000.00
1195	44312.20	16000.00
1196	43645.54	16000.00
1197	42978.87	16000.00
1198	42312.20	16000.00
1199	41645.54	16000.00
1200	40978.87	16000.00
1201	40312.20	16000.00
1202	39645.54	16000.00
1203	38978.87	16000.00
1204	38312.20	16000.00
1205	37645.54	16000.00
1206	36978.87	16000.00
1207	36312.20	16000.00
1208	35645.54	16000.00
1209	34978.87	16000.00
1210	34312.20	16000.00
1211	33645.54	16000.00
1212	32978.87	16000.00
1213	32312.20	16000.00
1214	31645.54	16000.00
1215	30978.87	16000.00
1216	30312.20	16000.00
1217	29645.54	16000.00
1218	28978.87	16000.00
1219	28312.20	16000.00
1220	27645.54	16000.00
1221	26978.87	16000.00
1222	26312.20	16000.00
1223	25645.54	16000.00
1224	24978.87	16000.00
1225	24312.20	16000.00
1226	23645.54	16000.00
1227	22978.87	16000.00
1228	22312.20	16000.00
1229	21645.54	16000.00
1230	20978.87	16000.00
1231	20312.20	16000.00
1232	19645.54	16000.00
1233	18978.87	16000.00
1234	18312.20	16000.00
1235	17645.54	16000.00
1236	16978.87	16000.00
1237	16312.20	16000.00
1238	15645.54	16000.00
1239	14978.87	16000.00
1240	14312.20	16000.00
1241	13645.54	16000.00
1242	12978.87	16000.00
1243	12312.20	16000.00
1244	11645.54	16000.00
1245	10978.87	16000.00
1246	10312.20	16000.00
1247	9645.54	16000.00
1248	8978.87	16000.00
1249	8312.20	16000.00
1250	7645.54	16000.00
1251	6978.87	16000.00
1252	6312.20	16000.00
1253	5645.54	16000.00
1254	4978.87	16000.00
1255	4312.20	16000.00
1256	3645.54	16000.00
1257	2978.87	16000.00
1258	2312.20	16000.00
1259	1645.54	16000.00
1260	978.87	16000.00
