frame	y	v	Wm-S2N3
0	none	16000.00	265000.00
1	none	16000.00	265000.00
2	none	16000.00	265000.00
3	none	16000.00	265000.00
4	none	16000.00	265000.00
5	none	16000.00	265000.00
6	none	16000.00	265000.00
7	none	16000.00	265000.00
8	none	16000.00	265000.00
9	none	16000.00	265000.00
10	none	16000.00	265000.00
11	none	16000.00	265000.00
12	none	16000.00	265000.00
13	none	16000.00	265000.00
14	none	16000.00	265000.00
15	none	16000.00	265000.00
16	none	16000.00	265000.00
17	none	16000.00	265000.00
18	0.00	16000.00	265000.00
19	666.67	16000.00	265000.00
20	1333.33	16000.00	265000.00
21	2000.00	16000.00	265000.00
22	2666.67	16000.00	265000.00
23	3333.33	16000.00	265000.00
24	4000.00	16000.00	265000.00
25	4666.67	16000.00	265000.00
26	5333.33	16000.00	265000.00
27	6000.00	16000.00	265000.00
28	6666.67	16000.00	265000.00
29	7333.33	16000.00	265000.00
30	8000.00	16000.00	265000.00
31	8666.67	16000.00	265000.00
32	9333.33	16000.00	265000.00
33	10000.00	16000.00	265000.00
34	10666.67	16000.00	265000.00
35	11333.33	16000.00	265000.00
36	12000.00	16000.00	265000.00
37	12666.67	16000.00	265000.00
38	13333.33	16000.00	265000.00
39	14000.00	16000.00	265000.00
40	14666.67	16000.00	265000.00
41	15333.33	16000.00	265000.00
42	16000.00	16000.00	265000.00
43	16666.67	16000.00	265000.00
44	17333.33	16000.00	265000.00
45	18000.00	16000.00	265000.00
46	18666.67	16000.00	265000.00
47	19333.33	16000.00	265000.00
48	20000.00	16000.00	265000.00
49	20666.67	16000.00	265000.00
50	21333.33	16000.00	265000.00
51	22000.00	16000.00	265000.00
52	22666.67	16000.00	265000.00
53	23333.33	16000.00	265000.00
54	24000.00	16000.00	265000.00
55	24666.67	16000.00	265000.00
56	25333.33	16000.00	265000.00
57	26000.00	16000.00	265000.00
58	26666.67	16000.00	265000.00
59	27333.33	16000.00	265000.00
60	28000.00	16000.00	265000.00
61	28666.67	16000.00	265000.00
62	29333.33	16000.00	265000.00
63	30000.00	16000.00	265000.00
64	30666.67	16000.00	265000.00
