frame	y	v	Wm-S2N3
65	31333.33	16000.00	265000.00
66	32000.00	16000.00	265000.00
67	32666.67	16000.00	265000.00
68	33333.33	16000.00	265000.00
69	34000.00	16000.00	265000.00
70	34666.67	16000.00	265000.00
71	35333.33	16000.00	265000.00
72	36000.00	16000.00	265000.00
73	36666.67	16000.00	265000.00
74	37333.33	16000.00	265000.00
75	38000.00	16000.00	265000.00
76	38666.67	16000.00	265000.00
77	39333.33	16000.00	265000.00
78	40000.00	16000.00	265000.00
79	40666.67	16000.00	265000.00
80	41333.33	16000.00	265000.00
81	42000.00	16000.00	265000.00
82	42666.67	16000.00	265000.00
83	43333.33	16000.00	265000.00
84	44000.00	16000.00	265000.00
85	44666.67	16000.00	265000.00
86	45333.33	16000.00	265000.00
87	46000.00	16000.00	265000.00
88	46666.67	16000.00	265000.00
89	47333.33	16000.00	265000.00
90	48000.00	16000.00	265000.00
91	48666.67	16000.00	265000.00
92	49333.33	16000.00	265000.00
93	50000.00	16000.00	265000.00
94	50666.67	16000.00	265000.00
95	51333.33	16000.00	265000.00
96	52000.00	16000.00	265000.00
97	52666.67	16000.00	265000.00
98	53333.33	16000.00	265000.00
99	54000.00	16000.00	265000.00
100	54666.67	16000.00	265000.00
101	55333.33	16000.00	265000.00
102	56000.00	16000.00	265000.00
103	56666.67	16000.00	265000.00
104	57333.33	16000.00	265000.00
105	58000.00	16000.00	265000.00
106	58666.67	16000.00	265000.00
107	59333.33	16000.00	265000.00
108	60000.00	16000.00	265000.00
109	60666.67	16000.00	265000.00
110	61333.33	16000.00	265000.00
111	62000.00	16000.00	265000.00
112	62666.67	16000.00	265000.00
113	63333.33	16000.00	265000.00
114	64000.00	16000.00	265000.00
115	64666.67	16000.00	265000.00
116	65333.33	16000.00	265000.00
117	66000.00	16000.00	265000.00
118	66666.67	16000.00	265000.00
119	67333.33	16000.00	265000.00
120	68000.00	16000.00	265000.00
121	68666.67	16000.00	265000.00
122	69333.33	16000.00	265000.00
123	70000.00	16000.00	265000.00
124	70666.67	16000.00	265000.00
125	71333.33	16000.00	265000.00
126	72000.00	16000.00	265000.00
127	72666.67	16000.00	265000.00
128	73333.33	16000.00	265000.00
129	74000.00	16000.00	265000.00
130	74666.67	16000.00	265000.00
131	75333.33	16000.00	265000.00
132	76000.00	16000.00	265000.00
133	76666.67	16000.00	265000.00
134	77333.33	16000.00	265000.00
135	78000.00	16000.00	265000.00
136	78666.67	16000.00	265000.00
137	79333.33	16000.00	265000.00
138	80000.00	16000.00	265000.00
139	80666.67	16000.00	265000.00
140	81333.33	16000.00	265000.00
141	82000.00	16000.00	265000.00
142	82666.67	16000.00	265000.00
143	83333.33	16000.00	265000.00
144	84000.00	16000.00	265000.00
145	84666.67	16000.00	265000.00
146	85333.33	16000.00	265000.00
147	86000.00	16000.00	265000.00
148	86666.67	16000.00	265000.00
149	87333.33	16000.00	265000.00
150	88000.00	16000.00	265000.00
151	88666.67	16000.00	265000.00
152	89333.33	16000.00	265000.00
153	90000.00	16000.00	265000.00
154	90666.67	16000.00	265000.00
155	91333.33	16000.00	265000.00
156	92000.00	16000.00	265000.00
157	92666.67	16000.00	265000.00
158	93333.33	16000.00	265000.00
159	94000.00	16000.00	265000.00
160	94666.67	16000.00	265000.00
161	95333.33	16000.00	265000.00
162	96000.00	16000.00	265000.00
163	96666.67	16000.00	265000.00
164	97333.33	16000.00	265000.00
165	98000.00	16000.00	265000.00
166	98666.67	16000.00	265000.00
167	99333.33	16000.00	265000.00
168	100000.00	16000.00	265000.00
169	100666.67	16000.00	265000.00
170	101333.33	16000.00	265000.00
171	102000.00	16000.00	265000.00
172	102666.67	16000.00	265000.00
173	103333.33	16000.00	265000.00
174	104000.00	16000.00	265000.00
175	104666.67	16000.00	265000.00
176	105333.33	16000.00	265000.00
177	106000.00	16000.00	265000.00
178	106666.67	16000.00	265000.00
179	107333.33	16000.00	265000.00
180	108000.00	16000.00	265000.00
181	108666.67	16000.00	265000.00
182	109333.33	16000.00	265000.00
183	110000.00	16000.00	265000.00
184	110666.67	16000.00	265000.00
185	111333.33	16000.00	265000.00
186	112000.00	16000.00	265000.00
187	112666.67	16000.00	265000.00
188	113333.33	16000.00	265000.00
189	114000.00	16000.00	265000.00
190	114666.67	16000.00	265000.00
191	115333.33	16000.00	265000.00
192	116000.00	16000.00	265000.00
193	116666.67	16000.00	265000.00
194	117333.33	16000.00	265000.00
195	118000.00	16000.00	265000.00
196	118666.67	16000.00	265000.00
197	119333.33	16000.00	265000.00
198	120000.00	16000.00	265000.00
199	120666.67	16000.00	265000.00
200	121333.33	16000.00	265000.00
201	122000.00	16000.00	265000.00
202	122666.67	16000.00	265000.00
203	123333.33	16000.00	265000.00
204	124000.00	16000.00	265000.00
205	124666.67	16000.00	265000.00
206	125333.33	16000.00	265000.00
207	126000.00	16000.00	265000.00
208	126666.67	16000.00	265000.00
209	127333.33	16000.00	265000.00
210	128000.00	16000.00	265000.00
211	128665.78	16000.00	265000.00
212	129328.89	16000.00	265000.00
213	129987.63	16000.00	265000.00
214	130640.34	16000.00	265000.00
215	131285.48	16000.00	265000.00
216	131921.64	16000.00	265000.00
217	132547.55	16000.00	265000.00
218	133162.14	16000.00	265000.00
219	133764.50	16000.00	265000.00
220	134353.96	16000.00	265000.00
221	134930.05	16000.00	265000.00
222	135492.55	16000.00	265000.00
223	136041.46	16000.00	265000.00
224	136577.00	16000.00	265000.00
225	137099.64	16000.00	265000.00
226	137610.05	16000.00	265000.00
227	138109.14	16000.00	265000.00
228	138597.98	16000.00	265000.00
229	139077.84	16000.00	265000.00
230	139550.13	16000.00	265000.00
231	140016.39	16000.00	265000.00
232	140478.28	16000.00	265000.00
233	140937.50	16000.00	265000.00
234	141395.83	16000.00	265000.00
235	141855.06	16000.00	265000.00
236	142316.94	16000.00	265000.00
237	142783.20	16000.00	265000.00
238	143255.49	16000.00	265000.00
239	143735.35	16000.00	265000.00
240	144224.19	16000.00	265000.00
241	144723.28	16000.00	265000.00
242	145233.70	16000.00	265000.00
243	145756.34	16000.00	265000.00
244	146291.88	16000.00	265000.00
245	146840.78	16000.00	265000.00
246	147403.28	16000.00	265000.00
247	147979.38	16000.00	265000.00
248	148568.84	16000.00	265000.00
249	149171.20	16000.00	265000.00
250	149785.78	16000.00	265000.00
251	150411.69	16000.00	265000.00
252	151047.85	16000.00	265000.00
253	151692.99	16000.00	265000.00
254	152345.70	16000.00	265000.00
255	153004.44	16000.00	265000.00
256	153667.56	16000.00	265000.00
257	154333.33	16000.00	265000.00
258	155000.00	16000.00	265000.00
259	155666.67	16000.00	265000.00
260	156333.33	16000.00	265000.00
261	157000.00	16000.00	265000.00
262	157666.67	16000.00	265000.00
263	158333.33	16000.00	265000.00
264	159000.00	16000.00	265000.00
265	159666.67	16000.00	265000.00
266	160333.33	16000.00	265000.00
267	161000.00	16000.00	265000.00
268	161666.67	16000.00	265000.00
269	162333.33	16000.00	265000.00
270	163000.00	16000.00	265000.00
271	163666.67	16000.00	265000.00
272	164333.33	16000.00	265000.00
273	165000.00	16000.00	265000.00
274	165666.67	16000.00	265000.00
275	166333.33	16000.00	265000.00
276	167000.00	16000.00	265000.00
277	167666.67	16000.00	265000.00
278	168333.33	16000.00	265000.00
279	169000.00	16000.00	265000.00
280	169666.67	16000.00	265000.00
281	170333.33	16000.00	265000.00
282	171000.00	16000.00	265000.00
283	171666.67	16000.00	265000.00
284	172333.33	16000.00	265000.00
285	173000.00	16000.00	265000.00
286	173666.67	16000.00	265000.00
287	174333.33	16000.00	265000.00
288	175000.00	16000.00	265000.00
289	175666.67	16000.00	265000.00
290	176333.33	16000.00	265000.00
291	177000.00	16000.00	265000.00
292	177666.67	16000.00	265000.00
293	178333.33	16000.00	265000.00
294	179000.00	16000.00	265000.00
295	179666.67	16000.00	265000.00
296	180333.33	16000.00	265000.00
297	181000.00	16000.00	265000.00
298	181666.67	16000.00	265000.00
299	182333.33	16000.00	265000.00
300	183000.00	16000.00	265000.00
301	183666.67	16000.00	265000.00
302	184333.33	16000.00	265000.00
303	185000.00	16000.00	265000.00
304	185666.67	16000.00	265000.00
305	186333.33	16000.00	265000.00
306	187000.00	16000.00	265000.00
307	187666.67	16000.00	265000.00
308	188333.33	16000.00	265000.00
309	189000.00	16000.00	265000.00
310	189666.67	16000.00	265000.00
311	190333.33	16000.00	265000.00
312	191000.00	16000.00	265000.00
313	191666.67	16000.00	265000.00
314	192333.33	16000.00	265000.00
315	193000.00	16000.00	265000.00
316	193666.67	16000.00	265000.00
317	194333.33	16000.00	265000.00
318	195000.00	16000.00	265000.00
319	195666.67	16000.00	265000.00
320	196333.33	16000.00	265000.00
321	197000.00	16000.00	265000.00
322	197666.67	16000.00	265000.00
323	198333.33	16000.00	265000.00
324	199000.00	16000.00	265000.00
325	199666.67	16000.00	265000.00
326	200333.33	16000.00	265000.00
327	201000.00	16000.00	265000.00
328	201666.67	16000.00	265000.00
329	202333.33	16000.00	265000.00
330	203000.00	16000.00	265000.00
331	203666.67	16000.00	265000.00
332	204333.33	16000.00	265000.00
333	205000.00	16000.00	265000.00
334	205666.67	16000.00	265000.00
335	206333.33	16000.00	265000.00
336	207000.00	16000.00	265000.00
337	207666.67	16000.00	265000.00
338	208333.33	16000.00	265000.00
339	209000.00	16000.00	265000.00
340	209666.67	16000.00	265000.00
341	210333.33	16000.00	265000.00
342	211000.00	16000.00	265000.00
343	211666.67	16000.00	265000.00
344	212333.33	16000.00	265000.00
345	213000.00	16000.00	265000.00
346	213666.67	16000.00	265000.00
347	214333.33	16000.00	265000.00
348	215000.00	16000.00	265000.00
349	215666.67	16000.00	265000.00
350	216333.33	16000.00	265000.00
351	217000.00	16000.00	265000.00
352	217666.67	16000.00	265000.00
353	218333.33	16000.00	265000.00
354	219000.00	16000.00	265000.00
355	219666.67	16000.00	265000.00
356	220333.33	16000.00	265000.00
357	221000.00	16000.00	265000.00
358	221666.67	16000.00	265000.00
359	222333.33	16000.00	265000.00
360	223000.00	16000.00	265000.00
361	223666.67	16000.00	265000.00
362	224333.33	16000.00	265000.00
363	225000.00	16000.00	265000.00
364	225666.67	16000.00	265000.00
365	226333.33	16000.00	265000.00
366	227000.00	16000.00	265000.00
367	227666.67	16000.00	265000.00
368	228333.33	16000.00	265000.00
369	229000.00	16000.00	265000.00
370	229666.67	16000.00	265000.00
371	230333.33	16000.00	265000.00
372	231000.00	16000.00	265000.00
373	231666.67	16000.00	265000.00
374	232333.33	16000.00	265000.00
375	233000.00	16000.00	265000.00
376	233666.67	16000.00	265000.00
377	234333.33	16000.00	265000.00
378	235000.00	16000.00	265000.00
379	235666.67	16000.00	265000.00
380	236333.33	16000.00	265000.00
381	237000.00	16000.00	265000.00
382	237666.67	16000.00	265000.00
383	238333.33	16000.00	265000.00
384	239000.00	16000.00	265000.00
385	239666.67	16000.00	265000.00
386	240333.33	16000.00	265000.00
387	241000.00	16000.00	265000.00
388	241666.67	16000.00	265000.00
389	242333.33	16000.00	265000.00
390	243000.00	16000.00	265000.00
391	243666.67	16000.00	265000.00
392	244333.33	16000.00	265000.00
393	245000.00	16000.00	265000.00
394	245666.67	16000.00	265000.00
395	246333.33	16000.00	265000.00
396	247000.00	16000.00	265000.00
397	247666.67	16000.00	265000.00
398	248333.33	16000.00	265000.00
399	249000.00	16000.00	265000.00
400	249666.67	16000.00	265000.00
401	250333.33	16000.00	265000.00
402	251000.00	16000.00	265000.00
403	251668.09	16000.00	265000.00
404	252340.34	16000.00	265000.00
405	253019.21	16000.00	265000.00
406	253706.71	16000.00	265000.00
407	254404.26	16000.00	265000.00
408	255112.59	16000.00	265000.00
409	255831.71	16000.00	265000.00
410	256560.87	16000.00	265000.00
411	257298.67	16000.00	265000.00
412	258043.09	16000.00	265000.00
413	258791.67	16000.00	265000.00
414	259541.67	16000.00	265000.00
415	260290.25	16000.00	265000.00
416	261034.66	16000.00	265000.00
417	261772.46	16000.00	265000.00
418	262501.63	16000.00	265000.00
419	263220.74	16000.00	265000.00
420	263929.08	16000.00	265000.00
421	264626.63	16000.00	265000.00
422	265314.13	16000.00	265000.00
423	265993.00	16000.00	265000.00
424	266665.25	16000.00	265000.00
425	267333.33	16000.00	265000.00
426	268000.00	16000.00	265000.00
427	268666.67	16000.00	265000.00
428	269333.33	16000.00	265000.00
429	270000.00	16000.00	265000.00
430	270666.67	16000.00	265000.00
431	271333.33	16000.00	265000.00
432	272000.00	16000.00	265000.00
433	272666.67	16000.00	265000.00
434	273333.33	16000.00	265000.00
435	274000.00	16000.00	265000.00
436	274666.67	16000.00	265000.00
437	275333.33	16000.00	265000.00
438	276000.00	16000.00	265000.00
439	276666.67	16000.00	265000.00
440	277333.33	16000.00	265000.00
441	278000.00	16000.00	265000.00
442	278666.67	16000.00	265000.00
443	279333.33	16000.00	265000.00
444	280000.00	16000.00	265000.00
445	280666.67	16000.00	265000.00
446	281333.33	16000.00	265000.00
447	282000.00	16000.00	265000.00
448	282666.67	16000.00	265000.00
449	283333.33	16000.00	265000.00
450	284000.00	16000.00	265000.00
451	284666.67	16000.00	265000.00
452	285333.33	16000.00	265000.00
453	286000.00	16000.00	265000.00
454	286666.67	16000.00	265000.00
455	287333.33	16000.00	265000.00
456	288000.00	16000.00	265000.00
457	288666.67	16000.00	265000.00
458	289333.33	16000.00	265000.00
459	290000.00	16000.00	265000.00
460	290666.67	16000.00	265000.00
461	291333.33	16000.00	265000.00
462	292000.00	16000.00	265000.00
463	292666.67	16000.00	265000.00
464	293333.33	16000.00	265000.00
465	294000.00	16000.00	265000.00
466	294666.67	16000.00	265000.00
467	295333.33	16000.00	265000.00
468	296000.00	16000.00	265000.00
469	296666.67	16000.00	265000.00
470	297333.33	16000.00	265000.00
471	298000.00	16000.00	265000.00
472	298666.67	16000.00	265000.00
473	299333.33	16000.00	265000.00
474	300000.00	16000.00	265000.00
475	300666.67	16000.00	265000.00
476	301333.33	16000.00	265000.00
477	302000.00	16000.00	265000.00
478	302666.67	16000.00	265000.00
479	303333.33	16000.00	265000.00
480	304000.00	16000.00	265000.00
481	304666.67	16000.00	265000.00
482	305333.33	16000.00	265000.00
483	306000.00	16000.00	265000.00
484	306666.67	16000.00	265000.00
485	307333.33	16000.00	265000.00
486	308000.00	16000.00	265000.00
487	308666.67	16000.00	265000.00
488	309333.33	16000.00	265000.00
489	310000.00	16000.00	265000.00
490	310666.67	16000.00	265000.00
491	311333.33	16000.00	265000.00
492	312000.00	16000.00	265000.00
493	312666.67	16000.00	265000.00
494	313333.33	16000.00	265000.00
495	314000.00	16000.00	265000.00
496	314666.67	16000.00	265000.00
497	315333.33	16000.00	265000.00
498	316000.00	16000.00	265000.00
499	316666.67	16000.00	265000.00
500	317333.33	16000.00	265000.00
501	318000.00	16000.00	265000.00
502	318666.67	16000.00	265000.00
503	319333.33	16000.00	265000.00
504	320000.00	16000.00	265000.00
505	320666.67	16000.00	265000.00
506	321333.33	16000.00	265000.00
507	322000.00	16000.00	265000.00
508	322666.67	16000.00	265000.00
509	323333.33	16000.00	265000.00
510	324000.00	16000.00	265000.00
511	324666.67	16000.00	265000.00
512	325333.33	16000.00	265000.00
513	326000.00	16000.00	265000.00
514	326666.67	16000.00	265000.00
515	327333.33	16000.00	265000.00
516	328000.00	16000.00	265000.00
517	328666.67	16000.00	265000.00
518	329333.33	16000.00	265000.00
519	330000.00	16000.00	265000.00
520	330666.67	16000.00	265000.00
521	331333.33	16000.00	265000.00
522	332000.00	16000.00	265000.00
523	332666.67	16000.00	265000.00
524	333333.33	16000.00	265000.00
525	334000.00	16000.00	265000.00
526	334666.67	16000.00	265000.00
527	335333.33	16000.00	265000.00
528	336000.00	16000.00	265000.00
529	336666.67	16000.00	265000.00
530	337333.33	16000.00	265000.00
531	338000.00	16000.00	265000.00
532	338666.67	16000.00	265000.00
533	339333.33	16000.00	265000.00
534	340000.00	16000.00	265000.00
535	340666.67	16000.00	265000.00
536	341333.33	16000.00	265000.00
537	342000.00	16000.00	265000.00
538	342666.67	16000.00	265000.00
539	343333.33	16000.00	265000.00
540	344000.00	16000.00	265000.00
541	344666.67	16000.00	265000.00
542	345333.33	16000.00	265000.00
543	346000.00	16000.00	265000.00
544	346666.67	16000.00	265000.00
545	347333.33	16000.00	265000.00
546	348000.00	16000.00	265000.00
547	348666.67	16000.00	265000.00
548	349333.33	16000.00	265000.00
549	350000.00	16000.00	265000.00
550	350666.67	16000.00	265000.00
551	351333.33	16000.00	265000.00
552	352000.00	16000.00	265000.00
553	352666.67	16000.00	265000.00
554	353333.33	16000.00	265000.00
555	354000.00	16000.00	265000.00
556	354666.67	16000.00	265000.00
557	355333.33	16000.00	265000.00
558	356000.00	16000.00	265000.00
559	356666.67	16000.00	265000.00
560	357333.33	16000.00	265000.00
561	358000.00	16000.00	265000.00
562	358666.67	16000.00	265000.00
563	359333.33	16000.00	265000.00
564	360000.00	16000.00	265000.00
565	360666.67	16000.00	265000.00
566	361333.33	16000.00	265000.00
567	362000.00	16000.00	265000.00
568	362666.67	16000.00	265000.00
569	363333.33	16000.00	265000.00
570	364000.00	16000.00	265000.00
571	364666.67	16000.00	265000.00
572	365333.33	16000.00	265000.00
573	366000.00	16000.00	265000.00
574	366666.67	16000.00	265000.00
575	367333.33	16000.00	265000.00
576	368000.00	16000.00	265000.00
577	368666.67	16000.00	265000.00
578	369333.33	16000.00	265000.00
579	370000.00	16000.00	265000.00
580	370666.67	16000.00	265000.00
581	371333.33	16000.00	265000.00
582	372000.00	16000.00	265000.00
583	372666.67	16000.00	265000.00
584	373333.33	16000.00	265000.00
585	374000.00	16000.00	265000.00
586	374666.67	16000.00	265000.00
587	375333.33	16000.00	265000.00
588	376000.00	16000.00	265000.00
589	376666.67	16000.00	265000.00
590	377333.33	16000.00	265000.00
591	378000.00	16000.00	265000.00
592	378666.67	16000.00	265000.00
593	379333.33	16000.00	265000.00
594	380000.00	16000.00	265000.00
595	380666.67	16000.00	265000.00
596	381333.33	16000.00	265000.00
597	382000.00	16000.00	265000.00
598	382666.67	16000.00	265000.00
599	383333.33	16000.00	265000.00
600	384000.00	16000.00	265000.00
601	384666.67	16000.00	265000.00
602	385333.33	16000.00	265000.00
603	386000.00	16000.00	265000.00
604	386666.67	16000.00	265000.00
605	387333.33	16000.00	265000.00
606	388000.00	16000.00	265000.00
607	388666.67	16000.00	265000.00
608	389333.33	16000.00	265000.00
609	390000.00	16000.00	265000.00
610	390666.67	16000.00	265000.00
611	391333.33	16000.00	265000.00
612	392000.00	16000.00	265000.00
613	392666.67	16000.00	265000.00
614	393333.33	16000.00	265000.00
615	394000.00	16000.00	265000.00
616	394666.67	16000.00	265000.00
617	395333.33	16000.00	265000.00
618	396000.00	16000.00	265000.00
619	396666.67	16000.00	265000.00
620	397333.33	16000.00	265000.00
621	398000.00	16000.00	265000.00
622	398666.67	16000.00	265000.00
623	399333.33	16000.00	265000.00
624	400000.00	16000.00	265000.00
625	400666.67	16000.00	265000.00
626	401333.33	16000.00	265000.00
627	402000.00	16000.00	265000.00
628	402666.67	16000.00	265000.00
629	403333.33	16000.00	265000.00
630	404000.00	16000.00	265000.00
631	404666.67	16000.00	265000.00
632	405333.33	16000.00	265000.00
633	406000.00	16000.00	265000.00
634	406666.67	16000.00	265000.00
635	407333.33	16000.00	265000.00
636	408000.00	16000.00	265000.00
637	408666.67	16000.00	265000.00
638	409333.33	16000.00	265000.00
639	410000.00	16000.00	265000.00
640	410666.67	16000.00	265000.00
641	411333.33	16000.00	265000.00
642	412000.00	16000.00	265000.00
643	412666.67	16000.00	265000.00
644	413333.33	16000.00	265000.00
645	414000.00	16000.00	265000.00
646	414666.67	16000.00	265000.00
647	415333.33	16000.00	265000.00
648	416000.00	16000.00	265000.00
649	416666.67	16000.00	265000.00
650	417333.33	16000.00	265000.00
651	418000.00	16000.00	265000.00
652	418666.67	16000.00	265000.00
653	419333.33	16000.00	265000.00
654	420000.00	16000.00	265000.00
655	420666.67	16000.00	265000.00
656	421333.33	16000.00	265000.00
657	422000.00	16000.00	265000.00
658	422666.67	16000.00	265000.00
659	423333.33	16000.00	265000.00
660	424000.00	16000.00	265000.00
661	424666.67	16000.00	265000.00
662	425333.33	16000.00	265000.00
663	426000.00	16000.00	265000.00
664	426666.67	16000.00	265000.00
665	427333.33	16000.00	265000.00
666	428000.00	16000.00	265000.00
667	428666.67	16000.00	265000.00
668	429333.33	16000.00	265000.00
669	430000.00	16000.00	265000.00
670	430666.67	16000.00	265000.00
671	431333.33	16000.00	265000.00
672	432000.00	16000.00	265000.00
673	432666.67	16000.00	265066.67
674	433333.33	16000.00	265133.33
675	434000.00	16000.00	265200.00
676	434666.67	16000.00	265266.67
677	435333.33	16000.00	265333.33
678	436000.00	16000.00	265400.00
679	436666.67	16000.00	265466.67
680	437333.33	16000.00	265533.33
681	438000.00	16000.00	265600.00
682	438666.67	16000.00	265666.67
683	439333.33	16000.00	265733.33
684	440000.00	16000.00	265800.00
685	440666.67	16000.00	265866.67
686	441333.33	16000.00	265933.33
687	442000.00	16000.00	266000.00
688	442666.67	16000.00	266066.67
689	443333.33	16000.00	266133.33
690	444000.00	16000.00	266200.00
691	444666.67	16000.00	266266.67
692	445333.33	16000.00	266333.33
693	446000.00	16000.00	266400.00
694	446666.67	16000.00	266466.67
695	447333.33	16000.00	266533.33
696	448000.00	16000.00	266600.00
697	448666.67	16000.00	266666.67
698	449333.33	16000.00	266733.33
699	450000.00	16000.00	266800.00
700	450666.67	16000.00	266866.67
701	451333.33	16000.00	266933.33
702	452000.00	16000.00	267000.00
703	452528.83	16000.00	267003.99
704	453057.53	16000.00	267015.98
705	453585.99	16000.00	267035.95
706	454114.10	16000.00	267063.90
707	454641.72	16000.00	267099.83
708	455168.73	16000.00	267143.72
709	455695.02	16000.00	267195.58
710	456220.47	16000.00	267255.38
711	456744.96	16000.00	267323.11
712	457268.36	16000.00	267398.76
713	457790.56	16000.00	267482.31
714	458311.44	16000.00	267573.74
715	458830.87	16000.00	267673.03
716	459348.75	16000.00	267780.16
717	459864.95	16000.00	267895.09
718	460379.36	16000.00	268017.82
719	460891.85	16000.00	268148.30
720	461402.31	16000.00	268286.52
721	461910.62	16000.00	268432.42
722	462416.67	16000.00	268586.00
723	462920.35	16000.00	268747.20
724	463421.53	16000.00	268915.99
725	463920.10	16000.00	269092.34
726	464415.95	16000.00	269276.20
727	464908.97	16000.00	269467.53
728	465399.04	16000.00	269666.28
729	465886.05	16000.00	269872.42
730	466369.89	16000.00	270085.90
731	466850.45	16000.00	270306.66
732	467327.62	16000.00	270534.65
733	467801.29	16000.00	270769.83
734	468271.35	16000.00	271012.14
735	468737.70	16000.00	271261.53
736	469200.22	16000.00	271517.93
737	469658.82	16000.00	271781.29
738	470113.39	16000.00	272051.55
739	470563.82	16000.00	272328.65
740	471010.02	16000.00	272612.52
741	471451.87	16000.00	272903.10
742	471889.29	16000.00	273200.32
743	472322.16	16000.00	273504.12
744	472750.39	16000.00	273814.43
745	473173.89	16000.00	274131.17
746	473592.55	16000.00	274454.27
747	474006.28	16000.00	274783.66
748	474414.99	16000.00	275119.27
749	474818.58	16000.00	275461.01
750	475216.96	16000.00	275808.81
751	475610.04	16000.00	276162.59
752	475997.73	16000.00	276522.27
753	476379.95	16000.00	276887.76
754	476756.59	16000.00	277258.99
755	477127.59	16000.00	277635.87
756	477492.84	16000.00	278018.31
757	477852.28	16000.00	278406.22
758	478205.81	16000.00	278799.52
759	478553.37	16000.00	279198.12
760	478894.85	16000.00	279601.93
761	479230.20	16000.00	280010.84
762	479559.34	16000.00	280424.78
763	479882.18	16000.00	280843.65
764	480198.65	16000.00	281267.34
765	480508.69	16000.00	281695.77
766	480812.22	16000.00	282128.83
767	481109.17	16000.00	282566.43
768	481399.47	16000.00	283008.46
769	481683.07	16000.00	283454.84
770	481959.88	16000.00	283905.44
771	482229.86	16000.00	284360.18
772	482492.93	16000.00	284818.94
773	482749.05	16000.00	285281.63
774	482998.14	16000.00	285748.13
775	483240.16	16000.00	286218.35
776	483475.04	16000.00	286692.16
777	483702.74	16000.00	287169.47
778	483923.20	16000.00	287650.17
779	484136.37	16000.00	288134.15
780	484342.21	16000.00	288621.28
781	484540.66	16000.00	289111.48
782	484731.68	16000.00	289604.61
783	484915.23	16000.00	290100.58
784	485091.26	16000.00	290599.26
785	485259.74	16000.00	291100.55
786	485420.63	16000.00	291604.32
787	485573.89	16000.00	292110.47
788	485719.48	16000.00	292618.88
789	485857.37	16000.00	293129.42
790	485987.53	16000.00	293642.00
791	486109.94	16000.00	294156.48
792	486224.55	16000.00	294672.75
793	486331.36	16000.00	295190.69
794	486430.32	16000.00	295710.19
795	486521.43	16000.00	296231.12
796	486604.65	16000.00	296753.37
797	486679.97	16000.00	297276.82
798	486747.38	16000.00	297801.35
799	486806.85	16000.00	298326.84
800	486858.38	16000.00	298853.16
801	486901.94	16000.00	299380.21
802	486937.54	16000.00	299907.85
803	486965.17	16000.00	300435.97
804	486984.81	16000.00	300964.44
805	486996.46	16000.00	301493.16
806	487000.12	16000.00	302021.98
807	486996.01	16000.00	302528.83
808	486984.02	16000.00	303057.53
809	486964.05	16000.00	303585.99
810	486936.10	16000.00	304114.10
811	486900.17	16000.00	304641.72
812	486856.28	16000.00	305168.73
813	486804.42	16000.00	305695.02
814	486744.62	16000.00	306220.47
815	486676.89	16000.00	306744.96
816	486601.24	16000.00	307268.36
817	486517.69	16000.00	307790.56
818	486426.26	16000.00	308311.44
819	486326.97	16000.00	308830.87
820	486219.84	16000.00	309348.75
821	486104.91	16000.00	309864.95
822	485982.18	16000.00	310379.36
823	485851.70	16000.00	310891.85
