frame	y	V
273	165000.00	16000.00
274	165666.67	16000.00
275	166333.33	16000.00
276	167000.00	16000.00
277	167666.67	16000.00
278	168333.33	16000.00
279	169000.00	16000.00
280	169666.67	16000.00
281	170333.33	16000.00
282	171000.00	16000.00
283	171666.67	16000.00
284	172333.33	16000.00
285	173000.00	16000.00
286	173666.67	16000.00
287	174333.33	16000.00
288	175000.00	16000.00
289	175666.67	16000.00
290	176333.33	16000.00
291	177000.00	16000.00
292	177666.67	16000.00
293	178333.33	16000.00
294	179000.00	16000.00
295	179666.67	16000.00
296	180333.33	16000.00
297	181000.00	16000.00
298	181666.67	16000.00
299	182333.33	16000.00
300	183000.00	16000.00
301	183666.67	16000.00
302	184333.33	16000.00
303	185000.00	16000.00
304	185666.67	16000.00
305	186333.33	16000.00
306	187000.00	16000.00
307	187666.67	16000.00
308	188333.33	16000.00
309	189000.00	16000.00
310	189666.67	16000.00
311	190333.33	16000.00
312	191000.00	16000.00
313	191666.67	16000.00
314	192333.33	16000.00
315	193000.00	16000.00
316	193666.67	16000.00
317	194333.33	16000.00
318	195000.00	16000.00
319	195666.67	16000.00
320	196333.33	16000.00
321	197000.00	16000.00
322	197666.67	16000.00
323	198333.33	16000.00
324	199000.00	16000.00
325	199666.67	16000.00
326	200333.33	16000.00
327	201000.00	16000.00
328	201666.67	16000.00
329	202333.33	16000.00
330	203000.00	16000.00
331	203666.67	16000.00
332	204333.33	16000.00
333	205000.00	16000.00
334	205666.67	16000.00
335	206333.33	16000.00
336	207000.00	16000.00
337	207666.67	16000.00
338	208333.33	16000.00
339	209000.00	16000.00
340	209666.67	16000.00
341	210333.33	16000.00
342	211000.00	16000.00
343	211666.67	16000.00
344	212333.33	16000.00
345	213000.00	16000.00
346	213666.67	16000.00
347	214333.33	16000.00
348	215000.00	16000.00
349	215666.67	16000.00
350	216333.33	16000.00
351	217000.00	16000.00
352	217666.67	16000.00
353	218333.33	16000.00
354	219000.00	16000.00
355	219666.67	16000.00
356	220333.33	16000.00
357	221000.00	16000.00
358	221666.67	16000.00
359	222333.33	16000.00
360	223000.00	16000.00
361	223666.67	16000.00
362	224333.33	16000.00
363	225000.00	16000.00
364	225666.67	16000.00
365	226333.33	16000.00
366	227000.00	16000.00
367	227666.67	16000.00
368	228333.33	16000.00
369	229000.00	16000.00
370	229666.67	16000.00
371	230333.33	16000.00
372	231000.00	16000.00
373	231666.67	16000.00
374	232333.33	16000.00
375	233000.00	16000.00
376	233666.67	16000.00
377	234333.33	16000.00
378	235000.00	16000.00
379	235666.67	16000.00
380	236333.33	16000.00
381	237000.00	16000.00
382	237666.67	16000.00
383	238333.33	16000.00
384	239000.00	16000.00
385	239666.67	16000.00
386	240333.33	16000.00
387	241000.00	16000.00
388	241666.67	16000.00
389	242333.33	16000.00
390	243000.00	16000.00
391	243666.67	16000.00
392	244333.33	16000.00
393	245000.00	16000.00
394	245666.67	16000.00
395	246333.33	16000.00
396	247000.00	16000.00
397	247666.67	16000.00
398	248333.33	16000.00
399	249000.00	16000.00
400	249666.67	16000.00
401	250333.33	16000.00
402	251000.00	16000.00
403	251668.09	16034.07
404	252340.34	16133.97
405	253019.21	16292.89
406	253706.71	16500.00
407	254404.26	16741.18
408	255112.59	17000.00
409	255831.71	17258.82
410	256560.87	17500.00
411	257298.67	17707.11
412	258043.09	17866.03
413	258791.67	17965.93
414	259541.67	18000.00
415	260290.25	17965.93
416	261034.66	17866.03
417	261772.46	17707.11
418	262501.63	17500.00
419	263220.74	17258.82
420	263929.08	17000.00
421	264626.63	16741.18
422	265314.13	16500.00
423	265993.00	16292.89
424	266665.25	16133.97
425	267333.33	16034.07
426	268000.00	16000.00
427	268666.67	16000.00
428	269333.33	16000.00
429	270000.00	16000.00
430	270666.67	16000.00
431	271333.33	16000.00
432	272000.00	16000.00
433	272666.67	16000.00
434	273333.33	16000.00
435	274000.00	16000.00
436	274666.67	16000.00
437	275333.33	16000.00
438	276000.00	16000.00
439	276666.67	16000.00
440	277333.33	16000.00
441	278000.00	16000.00
442	278666.67	16000.00
443	279333.33	16000.00
444	280000.00	16000.00
445	280666.67	16000.00
446	281333.33	16000.00
447	282000.00	16000.00
448	282666.67	16000.00
449	283333.33	16000.00
450	284000.00	16000.00
451	284666.67	16000.00
452	285333.33	16000.00
453	286000.00	16000.00
454	286666.67	16000.00
455	287333.33	16000.00
456	288000.00	16000.00
457	288666.67	16000.00
458	289333.33	16000.00
459	290000.00	16000.00
460	290666.67	16000.00
461	291333.33	16000.00
462	292000.00	16000.00
463	292666.67	16000.00
464	293333.33	16000.00
465	294000.00	16000.00
466	294666.67	16000.00
467	295333.33	16000.00
468	296000.00	16000.00
469	296666.67	16000.00
470	297333.33	16000.00
471	298000.00	16000.00
472	298666.67	16000.00
473	299333.33	16000.00
474	300000.00	16000.00
475	300666.67	16000.00
476	301333.33	16000.00
477	302000.00	16000.00
478	302666.67	16000.00
479	303333.33	16000.00
480	304000.00	16000.00
481	304666.67	16000.00
482	305333.33	16000.00
483	306000.00	16000.00
484	306666.67	16000.00
485	307333.33	16000.00
486	308000.00	16000.00
487	308666.67	16000.00
488	309333.33	16000.00
489	310000.00	16000.00
490	310666.67	16000.00
491	311333.33	16000.00
492	312000.00	16000.00
493	312666.67	16000.00
494	313333.33	16000.00
495	314000.00	16000.00
496	314666.67	16000.00
497	315333.33	16000.00
498	316000.00	16000.00
499	316666.67	16000.00
500	317333.33	16000.00
501	318000.00	16000.00
502	318666.67	16000.00
503	319333.33	16000.00
504	320000.00	16000.00
505	320666.67	16000.00
506	321333.33	16000.00
507	322000.00	16000.00
508	322666.67	16000.00
509	323333.33	16000.00
510	324000.00	16000.00
511	324666.67	16000.00
512	325333.33	16000.00
513	326000.00	16000.00
514	326666.67	16000.00
515	327333.33	16000.00
516	328000.00	16000.00
517	328666.67	16000.00
518	329333.33	16000.00
519	330000.00	16000.00
520	330666.67	16000.00
521	331333.33	16000.00
522	332000.00	16000.00
523	332666.67	16000.00
524	333333.33	16000.00
525	334000.00	16000.00
526	334666.67	16000.00
527	335333.33	16000.00
528	336000.00	16000.00
529	336666.67	16000.00
530	337333.33	16000.00
531	338000.00	16000.00
532	338666.67	16000.00
533	339333.33	16000.00
534	340000.00	16000.00
535	340666.67	16000.00
536	341333.33	16000.00
537	342000.00	16000.00
538	342666.67	16000.00
539	343333.33	16000.00
540	344000.00	16000.00
541	344666.67	16000.00
542	345333.33	16000.00
543	346000.00	16000.00
544	346666.67	16000.00
545	347333.33	16000.00
546	348000.00	16000.00
547	348666.67	16000.00
548	349333.33	16000.00
549	350000.00	16000.00
550	350666.67	16000.00
551	351333.33	16000.00
552	352000.00	16000.00
553	352666.67	16000.00
554	353333.33	16000.00
555	354000.00	16000.00
556	354666.67	16000.00
557	355333.33	16000.00
558	356000.00	16000.00
559	356666.67	16000.00
560	357333.33	16000.00
561	358000.00	16000.00
562	358666.67	16000.00
563	359333.33	16000.00
564	360000.00	16000.00
565	360666.67	16000.00
566	361333.33	16000.00
567	362000.00	16000.00
568	362666.67	16000.00
569	363333.33	16000.00
570	364000.00	16000.00
571	364666.67	16000.00
572	365333.33	16000.00
573	366000.00	16000.00
574	366666.67	16000.00
575	367333.33	16000.00
576	368000.00	16000.00
577	368666.67	16000.00
578	369333.33	16000.00
579	370000.00	16000.00
580	370666.67	16000.00
581	371333.33	16000.00
582	372000.00	16000.00
583	372666.67	16000.00
584	373333.33	16000.00
585	374000.00	16000.00
586	374666.67	16000.00
587	375333.33	16000.00
588	376000.00	16000.00
589	376666.67	16000.00
590	377333.33	16000.00
591	378000.00	16000.00
592	378666.67	16000.00
593	379333.33	16000.00
594	380000.00	16000.00
595	380666.67	16000.00
596	381333.33	16000.00
597	382000.00	16000.00
598	382666.67	16000.00
599	383333.33	16000.00
600	384000.00	16000.00
601	384666.67	16000.00
602	385333.33	16000.00
603	386000.00	16000.00
604	386666.67	16000.00
605	387333.33	16000.00
606	388000.00	16000.00
607	388666.67	16000.00
608	389333.33	16000.00
609	390000.00	16000.00
610	390666.67	16000.00
611	391333.33	16000.00
612	392000.00	16000.00
613	392666.67	16000.00
614	393333.33	16000.00
615	394000.00	16000.00
616	394666.67	16000.00
617	395333.33	16000.00
618	396000.00	16000.00
619	396666.67	16000.00
620	397333.33	16000.00
621	398000.00	16000.00
622	398666.67	16000.00
623	399333.33	16000.00
624	400000.00	16000.00
625	400666.67	16000.00
626	401333.33	16000.00
627	402000.00	16000.00
628	402666.67	16000.00
629	403333.33	16000.00
630	404000.00	16000.00
631	404666.67	16000.00
632	405333.33	16000.00
633	406000.00	16000.00
634	406666.67	16000.00
635	407333.33	16000.00
636	408000.00	16000.00
637	408666.67	16000.00
638	409333.33	16000.00
639	410000.00	16000.00
640	410666.67	16000.00
641	411333.33	16000.00
642	412000.00	16000.00
643	412666.67	16000.00
644	413333.33	16000.00
645	414000.00	16000.00
646	414666.67	16000.00
647	415333.33	16000.00
648	416000.00	16000.00
649	416666.67	16000.00
650	417333.33	16000.00
651	418000.00	16000.00
652	418666.67	16000.00
653	419333.33	16000.00
654	420000.00	16000.00
655	420666.67	16000.00
656	421333.33	16000.00
657	422000.00	16000.00
658	422666.67	16000.00
659	423333.33	16000.00
660	424000.00	16000.00
661	424666.67	16000.00
662	425333.33	16000.00
663	426000.00	16000.00
664	426666.67	16000.00
665	427333.33	16000.00
666	428000.00	16000.00
667	428666.67	16000.00
668	429333.33	16000.00
669	430000.00	16000.00
670	430666.67	16000.00
671	431333.33	16000.00
672	432000.00	16000.00
673	432666.67	16000.00
674	433333.33	16000.00
675	434000.00	16000.00
676	434666.67	16000.00
677	435333.33	16000.00
678	436000.00	16000.00
679	436666.67	16000.00
680	437333.33	16000.00
681	438000.00	16000.00
682	438666.67	16000.00
683	439333.33	16000.00
684	440000.00	16000.00
685	440666.67	16000.00
686	441333.33	16000.00
687	442000.00	16000.00
688	442666.67	16000.00
689	443333.33	16000.00
690	444000.00	16000.00
691	444666.67	16000.00
692	445333.33	16000.00
693	446000.00	16000.00
694	446666.67	16000.00
695	447333.33	16000.00
696	448000.00	16000.00
697	448666.67	16000.00
698	449333.33	16000.00
699	450000.00	16000.00
700	450666.67	16000.00
701	451333.33	16000.00
702	452000.00	16000.00
703	452666.67	16000.00
704	453333.33	16000.00
705	454000.00	16000.00
706	454666.67	16000.00
707	455333.33	16000.00
708	456000.00	16000.00
709	456666.67	16000.00
710	457333.33	16000.00
711	458000.00	16000.00
712	458666.67	16000.00
713	459333.33	16000.00
714	460000.00	16000.00
715	460666.67	16007.61
716	461334.60	16030.38
717	462004.11	16068.15
718	462675.80	16120.61
719	463350.27	16187.38
720	464028.10	16267.95
721	464709.84	16361.70
722	465396.00	16467.91
723	466087.08	16585.79
724	466783.51	16714.42
725	467485.71	16852.85
726	468194.05	17000.00
727	468908.83	17154.76
728	469630.33	17315.96
729	470358.76	17482.36
730	471094.29	17652.70
731	471837.03	17825.69
732	472587.03	18000.00
733	473344.29	18174.31
734	474108.76	18347.30
735	474880.33	18517.64
736	475658.83	18684.04
737	476444.05	18845.24
738	477235.71	19000.00
739	478033.51	19147.15
740	478837.08	19285.58
741	479646.00	19414.21
742	480459.84	19532.09
743	481278.10	19638.30
744	482100.27	19732.05
745	482925.80	19812.62
746	483754.11	19879.39
747	484584.60	19931.85
748	485416.67	19969.62
749	486249.68	19992.39
750	487083.02	20000.00
751	487916.03	19992.39
752	488748.10	19969.62
753	489578.59	19931.85
754	490406.90	19879.39
755	491232.43	19812.62
756	492054.60	19732.05
757	492872.86	19638.30
758	493686.70	19532.09
759	494495.62	19414.21
760	495299.19	19285.58
761	496096.98	19147.15
762	496888.65	19000.00
763	497673.87	18845.24
764	498452.37	18684.04
765	499223.94	18517.64
766	499988.41	18347.30
767	500745.67	18174.31
768	501495.67	18000.00
769	502238.41	17825.69
770	502973.94	17652.70
771	503702.37	17482.36
772	504423.87	17315.96
773	505138.65	17154.76
774	505846.98	17000.00
775	506549.19	16852.85
776	507245.62	16714.42
777	507936.70	16585.79
778	508622.86	16467.91
779	509304.60	16361.70
780	509982.43	16267.95
781	510656.90	16187.38
782	511328.59	16120.61
783	511998.10	16068.15
784	512666.03	16030.38
785	513333.02	16007.61
786	513999.68	16000.00
787	514666.35	16000.00
788	515333.02	16000.00
789	515999.68	16000.00
790	516666.35	16000.00
791	517333.02	16000.00
792	517999.68	16000.00
793	518666.35	16000.00
794	519333.02	16000.00
795	519999.68	16000.00
796	520666.35	16000.00
797	521333.02	16000.00
798	521999.68	16000.00
799	522666.35	16000.00
800	523333.02	16000.00
801	523999.68	16000.00
802	524666.35	16000.00
803	525333.02	16000.00
804	525999.68	16000.00
805	526666.35	16000.00
806	527333.02	16000.00
807	527999.68	16000.00
808	528666.35	16000.00
809	529333.02	16000.00
810	529999.68	16000.00
811	530666.35	16000.00
812	531333.02	16000.00
813	531999.68	16000.00
814	532666.35	16000.00
815	533333.02	16000.00
816	533999.68	16000.00
817	534666.35	16000.00
818	535333.02	16000.00
819	535999.68	16000.00
820	536666.35	16000.00
821	537333.02	16000.00
822	537999.68	16000.00
823	538666.35	16000.00
824	539333.02	16000.00
825	539999.68	16000.00
826	540666.35	16000.00
827	541333.02	16000.00
828	541999.68	16000.00
829	542666.35	16000.00
830	543333.02	16000.00
831	543999.68	16000.00
832	544666.35	16000.00
833	545333.02	16000.00
834	545999.68	16000.00
835	546666.35	16000.00
836	547333.02	16000.00
837	547999.68	16000.00
838	548666.35	16000.00
839	549333.02	16000.00
840	549999.68	16000.00
841	550666.35	16000.00
842	551333.02	16000.00
843	551999.68	16000.00
844	552666.35	16000.00
845	553333.02	16000.00
846	553999.68	16000.00
847	554666.35	16000.00
848	555333.02	16000.00
849	555999.68	16000.00
850	556666.35	16000.00
851	557333.02	16000.00
852	557999.68	16000.00
853	558666.35	16000.00
854	559333.02	16000.00
855	559999.68	16000.00
856	560666.35	16000.00
857	561333.02	16000.00
858	561999.68	16000.00
859	562666.35	16000.00
860	563333.02	16000.00
861	563999.68	16000.00
862	564666.35	16000.00
863	565333.02	16000.00
864	565999.68	16000.00
865	566666.35	16000.00
866	567333.02	16000.00
867	567999.68	16000.00
868	568666.35	16000.00
869	569333.02	16000.00
870	569999.68	16000.00
871	570666.35	16000.00
872	571333.02	16000.00
873	571999.68	16000.00
874	572666.35	16000.00
875	573333.02	16000.00
876	573999.68	16000.00
877	574666.35	16000.00
878	575333.02	16000.00
879	575999.68	16000.00
880	576666.35	16000.00
881	577333.02	16000.00
882	577999.68	16000.00
883	578666.35	16000.00
884	579333.02	16000.00
885	579999.68	16000.00
886	580666.35	16000.00
887	581333.02	16000.00
888	581999.68	16000.00
889	582666.35	16000.00
890	583333.02	16000.00
891	583999.68	16000.00
892	584666.35	16000.00
893	585333.02	16000.00
894	585999.68	16000.00
895	586666.35	16000.00
896	587333.02	16000.00
897	587999.68	16000.00
898	588666.35	16000.00
899	589333.02	16000.00
900	589999.68	16000.00
901	590666.35	16000.00
902	591333.02	16000.00
903	591999.68	16000.00
904	592666.35	16000.00
905	593333.02	16000.00
906	593999.68	16000.00
