frame	y	V	Wm-S2N3
1238	409000	16000	654583
1239	409000	16000	655415
1240	409000	16000	656246
1241	409000	16000	657074
1242	409000	16000	657900
1243	409000	16000	658722
1244	409000	16000	659540
1245	409000	16000	660354
1246	409000	16000	661163
1247	409000	16000	661966
1248	409000	16000	662764
1249	409000	16000	663556
1250	409000	16000	664341
1251	409000	16000	665120
1252	409000	16000	665891
1253	409000	16000	666656
1254	409000	16000	667413
1255	409000	16000	668163
1256	409000	16000	668906
1257	409000	16000	669641
1258	409000	16000	670370
1259	409000	16000	671091
1260	409000	16000	671806
1261	409000	16000	672514
1262	409000	16000	673216
1263	409000	16000	673913
1264	409000	16000	674604
1265	409000	16000	675290
1266	409000	16000	675972
1267	409000	16000	676650
1268	409000	16000	677324
1269	409000	16000	677996
1270	409000	16000	678665
1271	409000	16000	679333
1272	409000	16000	680000
1273	409000	16000	680667
1274	409000	16000	681334
1275	409000	16000	682001
1276	409000	16000	682667
1277	409000	16000	683334
1278	409000	16000	684001
1279	409000	16000	684667
1280	409000	16000	685334
1281	409000	16000	686001
1282	409000	16000	686667
1283	409000	16000	687334
1284	409000	16000	688001
1285	409000	16000	688667
1286	409000	16000	689334
1287	409000	16000	690001
1288	409000	16000	690667
1289	409000	16000	691334
1290	409000	16000	692001
1291	409000	16000	692667
1292	409000	16000	693334
1293	409000	16000	694001
1294	409000	16000	694667
1295	409000	16000	695334
1296	409000	16000	696001
1297	409000	16000	696667
1298	409000	16000	697334
1299	409000	16000	698001
1300	409000	16000	698667
1301	409000	16000	699334
1302	409000	16000	700001
1303	409000	16000	700667
1304	409000	16000	701334
1305	409000	16000	702001
1306	409000	16000	702667
1307	409000	16000	703334
1308	409000	16000	704001
1309	409000	16000	704667
1310	409000	16000	705334
1311	409000	16000	706001
1312	409000	16000	706667
1313	409000	16000	707334
1314	409000	16000	708001
1315	409000	16000	708667
1316	409000	16000	709334
1317	409000	16000	710001
1318	409000	16000	710667
1319	409000	16000	711334
1320	409000	16000	712001
1321	409000	16000	712667
1322	409000	16000	713334
1323	409000	16000	714001
1324	409000	16000	714667
1325	409000	16000	715334
1326	409000	16000	716001
1327	409000	16000	716667
1328	409000	16000	717334
1329	409000	16000	718001
1330	409000	16000	718667
1331	409000	16000	719334
1332	409000	16000	720001
1333	409000	16000	720667
1334	409000	16000	721334
1335	409000	16000	722001
1336	409000	16000	722667
1337	409000	16000	723334
1338	409000	16000	724001
1339	409000	16000	724667
1340	409000	16000	725334
1341	409000	16000	726001
1342	409000	16000	726667
1343	409000	16000	727334
1344	409000	16000	728001
1345	409000	16000	728667
1346	409000	16000	729334
1347	409000	16000	730001
1348	409000	16000	730667
1349	409000	16000	731334
1350	409000	16000	732001
1351	409000	16000	732667
1352	409000	16000	733334
1353	409000	16000	734001
1354	409000	16000	734667
1355	409000	16000	735334
1356	409000	16000	736001
1357	409000	16000	736667
1358	409000	16000	737334
1359	409000	16000	738001
1360	409000	16000	738667
1361	409000	16000	739334
1362	409000	16000	740001
1363	409000	16000	740667
1364	409000	16000	741334
1365	409000	16000	742001
1366	409000	16000	742667
1367	409000	16000	743334
1368	409000	16000	744001
1369	409000	16000	744667
1370	409000	16000	745334
1371	409000	16000	746001
1372	409000	16000	746667
1373	409000	16000	747334
1374	409000	16000	748001
1375	409000	16000	748667
1376	409000	16000	749334
1377	409000	16000	750001
1378	409000	16000	750667
1379	409000	16000	751334
1380	409000	16000	752001
1381	409000	16000	752667
1382	409000	16000	753334
1383	409000	16000	754001
1384	409000	16000	754667
1385	409000	16000	755334
1386	409000	16000	756001
1387	409000	16000	756667
1388	409000	16000	757334
1389	409000	16000	758001
1390	409000	16000	758667
1391	409000	16000	759334
1392	409000	16000	760001
1393	409000	16000	760667
1394	409000	16000	761334
1395	409000	16000	762001
1396	409000	16000	762667
1397	409000	16000	763334
1398	409000	16000	764001
1399	409000	16000	764667
1400	409000	16000	765334
1401	409000	16000	766001
1402	409000	16000	766667
1403	409000	16000	767334
1404	409000	16000	768001
1405	409000	16000	768667
1406	409000	16000	769334
1407	409000	16000	770001
1408	409000	16000	770667
1409	409000	16000	771334
1410	409000	16000	772001
1411	409000	16000	772667
1412	409000	16000	773334
1413	409000	16000	774001
1414	409000	16000	774667
1415	409000	16000	775334
1416	409000	16000	776001
1417	409000	16000	776667
1418	409000	16000	777334
1419	409000	16000	778001
1420	409000	16000	778667
1421	409000	16000	779334
1422	409000	16000	780001
1423	409000	16000	780667
1424	409000	16000	781334
1425	409000	16000	782001
1426	409000	16000	782667
1427	409000	16000	783334
1428	409000	16000	784001
1429	409000	16000	784667
1430	409000	16000	785334
1431	409000	16000	786001
1432	409000	16000	786667
1433	409000	16000	787334
1434	409000	16000	788001
1435	409000	16000	788667
1436	409000	16000	789334
1437	409000	16000	790001
1438	409000	16000	790667
1439	409000	16000	791334
1440	409000	16000	792001
1441	409000	16000	792667
1442	409000	16000	793334
1443	409000	16000	794001
1444	409000	16000	794667
1445	409000	16000	795334
1446	409000	16000	796001
1447	409000	16000	796667
1448	409000	16000	797334
1449	409000	16000	798001
1450	409000	16000	798667
1451	409000	16000	799334
1452	409000	16000	800001
1453	409000	16000	800667
1454	409000	16000	801334
1455	409000	16000	802001
1456	409000	16000	802667
1457	409000	16000	803334
1458	409000	16000	804001
1459	409000	16000	804667
1460	409000	16000	805334
1461	409000	16000	806001
1462	409000	16000	806667
1463	409000	16000	807334
1464	409000	16000	808001
1465	409000	16000	808667
1466	409000	16000	809334
1467	409000	16000	810001
1468	409000	16000	810667
1469	409000	16000	811334
1470	409000	16000	812001
1471	409000	16000	812667
1472	409000	16000	813334
1473	409000	16000	814001
1474	409000	16000	814667
1475	409000	16000	815334
1476	409000	16000	816001
1477	409000	16000	816667
1478	409000	16000	817334
1479	409000	16000	818001
1480	409000	16000	818667
1481	409000	16000	819334
1482	409000	16000	820001
1483	409000	16000	820667
1484	409000	16000	821334
1485	409000	16000	822001
1486	409000	16000	822667
1487	409000	16000	823334
1488	409000	16000	824001
1489	409000	16000	824667
1490	409000	16000	825334
1491	409000	16000	826001
1492	409000	16000	826667
1493	409000	16000	827334
1494	409000	16000	828001
1495	409000	16000	828667
1496	409000	16000	829334
1497	409000	16000	830001
1498	409000	16000	830667
1499	409000	16000	831334
1500	409000	16000	832001
1501	409000	16000	832667
1502	409000	16000	833334
1503	409000	16000	834001
1504	409000	16000	834667
1505	409000	16000	835334
1506	409000	16000	836001
1507	409000	16000	836667
1508	409000	16000	837334
1509	409000	16000	838001
1510	409000	16000	838667
1511	409000	16000	839334
1512	409000	16000	840001
1513	409000	16000	838001
1514	409000	16000	838667
1515	409000	16000	839334
1516	409000	16000	840001
